PRODUCT_ID,BROWSE_NODE_ID
619,1045
620,1045
621,1473
622,6
623,1045
624,43
625,1973
626,81
627,1973
628,692
629,427
630,1013
631,6
632,289
633,427
634,2020
635,50533
636,1045
637,92
638,30869
639,1687
640,5112
641,14680
642,633
643,92
644,507
645,289
646,1724
647,4558
648,507
649,834
650,3547
651,5454
652,507
653,8802
654,1922
655,1833
656,7644
657,4
658,1724
659,4870
660,834
661,1074
662,3291
663,1973
664,419
665,289
666,1079
667,507
668,251
669,2357
670,1672
671,2273
672,953
673,324
674,2957
675,160
676,3482
677,374
678,1045
679,811
680,21931
681,507
682,1419
683,507
684,764
685,21710
686,1011
687,2647
688,837
689,13194
690,816
691,13940
692,2415
693,1052
694,29655
695,507
696,1045
697,374
698,796
699,818
700,764
701,593
702,3821
703,796
704,92
705,1251
706,407
707,1973
708,530
709,2020
710,328
711,311
712,279
713,3883
714,2418
715,1648
716,800
717,3027
718,800
719,800
720,13568
721,800
722,7731
723,1013
724,2321
725,465
726,701
727,2321
728,2321
729,2020
730,276867
731,32110
732,1045
733,2321
734,1930
735,2321
736,2321
737,4
738,1045
739,131858
740,2321
741,1045
742,1045
743,427
744,993
745,2321
746,880
747,374
748,3175
749,52941
750,92
751,1353
752,7731
753,1045
754,818
755,3446
756,1295
757,439
758,595
759,1646
760,4902
761,818
762,1603
763,3527
764,2103
765,1045
766,30
767,1045
768,117555
769,2888
770,3562
771,654
772,654
773,1045
774,396
775,209
776,569
777,1045
778,1045
779,796
780,796
781,5476
782,824
783,1045
784,1045
785,507
786,834
787,7731
788,2020
789,204
790,86
791,1061
792,2077
793,1045
794,14501
795,1473
796,289
797,1534
798,427
799,4
800,3867
801,75
802,2020
803,24194
804,50533
805,962
806,1563
807,1045
808,761
809,507
810,803
811,8269
812,1092
813,4519
814,1409
815,1045
816,1599
817,3329
818,362
819,1045
820,117012
821,1045
822,569
823,328
824,10595
825,1922
826,1045
827,507
828,1164
829,1045
830,1045
831,1045
832,361
833,1045
834,1045
835,1045
836,4835
837,13194
838,1045
839,2396
840,1045
841,3626
842,289
843,1045
844,1045
845,1045
846,1045
847,111824
848,31719
849,2807
850,1045
851,1138
852,515
853,1084
854,1045
855,1469
856,1045
857,1045
858,1045
859,1687
860,1045
861,1045
862,1045
863,1045
864,3626
865,1045
866,1045
867,1061
868,1922
869,6
870,5900
871,1045
872,1045
873,1045
874,1749
875,1045
876,2396
877,1083
878,796
879,1045
880,1922
881,82
882,1052
883,507
884,1835
885,507
886,1799
887,227
888,993
889,4474
890,21269
891,1287
892,407
893,1045
894,1602
895,834
896,2020
897,61072
898,507
899,1446
900,3821
901,6544
902,834
903,289
904,1699
905,1024
906,125993
907,1433
908,916
909,1433
910,1819
911,319
912,7731
913,1351
914,507
915,684
916,1045
917,507
918,1973
919,1313
920,324
921,50533
922,816
923,4
924,4870
925,1684
926,507
927,1973
928,328
929,654
930,1045
931,1687
932,2091
933,3867
934,439
935,507
936,636
937,4962
938,1973
939,1603
940,1240
941,507
942,8703
943,1454
944,796
945,796
946,265
947,800
948,2678
949,764
950,9084
951,1973
952,2813
953,1658
954,1266
955,1239
956,1777
957,8522
958,1599
959,29435
960,311
961,8602
962,495
963,10075
964,654
965,227
966,110
967,2508
968,13520
969,6
970,800
971,5001
972,2416
973,1551
974,771
975,800
976,800
977,800
978,36
979,515
980,818
981,1138
982,2321
983,2321
984,2020
985,1611
986,289
987,977
988,4
989,1092
990,816
991,968
992,2321
993,2073
994,863
995,2020
996,3376
997,1353
998,2321
999,4
1000,1765
1001,1010
1002,7346
1003,2321
1004,1045
1005,50533
1006,1045
1007,2321
1008,1295
1009,30914
1010,4026
1011,692
1012,3175
1013,15417
1014,5471
1015,1236
1016,3175
1017,3175
1018,2020
1019,3175
1020,3175
1021,40
1022,6883
1023,3175
1024,5829
1025,3562
1026,1348
1027,392
1028,1045
1029,507
1030,2560
1031,21772
1032,2321
1033,1013
1034,1045
1035,1295
1036,396
1037,773
1038,1045
1039,803
1040,1603
1041,3312
1042,5932
1043,1762
1044,1251
1045,103001
1046,134068
1047,451
1048,2029
1049,1117
1050,25023
1051,654
1052,654
1053,5
1054,50105
1055,4
1056,3206
1057,374
1058,993
1059,3562
1060,4519
1061,1045
1062,1930
1063,1045
1064,4306
1065,796
1066,1045
1067,534
1068,1045
1069,4
1070,3976
1071,906
1072,507
1073,1419
1074,3821
1075,1045
1076,103
1077,1045
1078,1236
1079,1045
1080,1045
1081,579
1082,1164
1083,289
1084,6472
1085,439
1086,50533
1087,4
1088,796
1089,1045
1090,50105
1091,4306
1092,1045
1093,739
1094,1777
1095,427
1096,1491
1097,1313
1098,1045
1099,1603
1100,289
1101,684
1102,1045
1103,1045
1104,1045
1105,1833
1106,290
1107,1045
1108,636
1109,1140
1110,409
1111,840
1112,1045
1113,1045
1114,1045
1115,773
1116,1295
1117,1045
1118,1045
1119,507
1120,507
1121,1045
1122,1473
1123,1045
1124,1045
1125,4
1126,1552
1127,1045
1128,17826
1129,2505
1130,1351
1131,834
1132,19739
1133,1045
1134,110
1135,2524
1136,3382
1137,796
1138,1045
1139,594
1140,507
1141,2091
1142,1454
1143,1117
1144,3821
1145,507
1146,912
1147,507
1148,1083
1149,1
1150,8269
1151,3421
1152,507
1153,912
1154,289
1155,708
1156,289
1157,209594
1158,2020
1159,1295
1160,1433
1161,1433
1162,1433
1163,7091
1164,5900
1165,708
1166,2396
1167,773
1168,1724
1169,507
1170,507
1171,324
1172,374
1173,4
1174,2560
1175,507
1176,160
1177,507
1178,589
1179,1164
1180,4501
1181,2647
1182,2647
1183,52682
1184,507
1185,1083
1186,1603
1187,1454
1188,439
1189,708
1190,251
1191,782
1192,636
1193,1973
1194,708
1195,3821
1196,3867
1197,125993
1198,2181
1199,507
1200,3057
1201,7488
1202,1454
1203,3045
1204,1074
1205,5061
1206,977
1207,800
1208,800
1209,1648
1210,5061
1211,3275
1212,2416
1213,5641
1214,800
1215,1699
1216,1647
1217,82
1218,4
1219,2607
1220,67729
1221,818
1222,796
1223,4
1224,2073
1225,55
1226,2321
1227,2020
1228,709
1229,1295
1230,132
1231,208
1232,333
1233,3376
1234,1083
1235,1186
1236,1045
1237,25032
1238,7731
1239,507
1240,33852
1241,1045
1242,4
1243,1045
1244,2465
1245,1058
1246,816
1247,521604
1248,13966
1249,968
1250,800
1251,2321
1252,7731
1253,26657
1254,1295
1255,1045
1256,1079
1257,5471
1258,1491
1259,4
1260,1084
1261,1045
1262,1045
1263,773
1264,1045
1265,1045
1266,12308
1267,396
1268,53137
1269,3787
1270,8802
1271,1313
1272,2020
1273,4404
1274,796
1275,834
1276,1239
1277,1154
1278,13940
1279,1045
1280,2321
1281,17643
1282,2647
1283,5642
1284,692
1285,1425
1286,1045
1287,419
1288,162232
1289,1045
1290,3004
1291,2379
1292,968
1293,1484
1294,43
1295,422
1296,7943
1297,2202
1298,1966
1299,1427
1300,761
1301,818
1302,1876
1303,796
1304,6711
1305,439
1306,1045
1307,1045
1308,289
1309,739
1310,136
1311,9975
1312,890
1313,840
1314,1045
1315,36651
1316,1045
1317,1045
1318,1045
1319,1045
1320,2091
1321,4
1322,1045
1323,1045
1324,538
1325,1045
1326,1045
1327,1820
1328,1045
1329,289
1330,1045
1331,3821
1332,507
1333,2516
1334,962
1335,92
1336,993
1337,1045
1338,1045
1339,507
1340,1239
1341,1339
1342,89
1343,4
1344,3315
1345,1295
1346,6
1347,3562
1348,2273
1349,1045
1350,9643
1351,5398
1352,265
1353,427
1354,1045
1355,43
1356,1045
1357,1045
1358,1209
1359,818
1360,818
1361,1239
1362,1295
1363,86
1364,1876
1365,50533
1366,872
1367,507
1368,4957
1369,2375
1370,316
1371,439
1372,251
1373,1454
1374,1348
1375,8411
1376,701
1377,153
1378,872
1379,2077
1380,2516
1381,1724
1382,507
1383,368
1384,1353
1385,1486
1386,289
1387,289
1388,289
1389,5097
1390,9643
1391,993
1392,2020
1393,19247
1394,328
1395,3705
1396,200
1397,2020
1398,507
1399,840
1400,601
1401,507
1402,1567
1403,5348
1404,4931
1405,465
1406,1045
1407,1563
1408,1988
1409,324
1410,1973
1411,1045
1412,576
1413,4496
1414,630
1415,507
1416,1013
1417,1973
1418,368
1419,708
1420,7646
1421,4
1422,1164
1423,2078
1424,1973
1425,3937
1426,654
1427,818
1428,507
1429,9
1430,1052
1431,1687
1432,507
1433,796
1434,16720
1435,811
1436,811
1437,636
1438,1024
1439,9084
1440,25416
1441,796
1442,124119
1443,507
1444,1351
1445,2384
1446,507
1447,1287
1448,7488
1449,110
1450,1648
1451,3503
1452,1232
1453,5001
1454,562
1455,2416
1456,800
1457,890
1458,14490
1459,701
1460,13568
1461,800
1462,800
1463,800
1464,7731
1465,1287
1466,654
1467,840
1468,2321
1469,1973
1470,1295
1471,701
1472,1966
1473,4729
1474,4
1475,1010
1476,1186
1477,508
1478,22
1479,29383
1480,1045
1481,4
1482,4
1483,2321
1484,1045
1485,2321
1486,59321
1487,3562
1488,3821
1489,1362
1490,9147
1491,46071
1492,2231
1493,251
1494,1045
1495,1295
1496,2020
1497,8802
1498,2321
1499,1045
1500,1833
1501,4
1502,630
1503,204
1504,2020
1505,1882
1506,396
1507,654
1508,3562
1509,82
1510,396
1511,803
1512,18704
1513,2318
1514,1061
1515,1084
1516,422
1517,2950
1518,1045
1519,1045
1520,11586
1521,374
1522,1819
1523,1045
1524,796
1525,1045
1526,507
1527,796
1528,796
1529,1295
1530,1045
1531,1045
1532,2131
1533,1045
1534,1045
1535,4
1536,810
1537,422
1538,255
1539,31430
1540,1922
1541,1922
1542,830
1543,654
1544,1687
1545,11
1546,1045
1547,1409
1548,439
1549,993
1550,467
1551,1599
1552,3045
1553,1672
1554,25416
1555,2077
1556,1045
1557,289
1558,1045
1559,1287
1560,1045
1561,2968
1562,4
1563,1973
1564,1045
1565,1045
1566,1045
1567,3821
1568,1045
1569,2807
1570,1045
1571,1045
1572,1045
1573,1045
1574,3867
1575,1045
1576,1045
1577,1045
1578,4474
1579,507
1580,1045
1581,1295
1582,3057
1583,1473
1584,245
1585,507
1586,1045
1587,1045
1588,1045
1589,836
1590,507
1591,6
1592,2321
1593,289
1594,2787
1595,2020
1596,872
1597,427
1598,1295
1599,1295
1600,1045
1601,1045
1602,117
1603,3994
1604,618
1605,1454
1606,507
1607,3098
1608,1922
1609,507
1610,800
1611,340
1612,5061
1613,2821
1614,2560
1615,3821
1616,1140
1617,92
1618,92
1619,256
1620,1922
1621,3821
1622,782
1623,1037
1624,215
1625,2229
1626,1539
1627,3787
1628,368
1629,368
1630,11560
1631,834
1632,2238
1633,834
1634,2020
1635,289
1636,708
1637,532
1638,12088
1639,2393
1640,1433
1641,980
1642,197
1643,3976
1644,4496
1645,834
1646,4
1647,1687
1648,2594
1649,818
1650,4
1651,701
1652,1013
1653,1454
1654,1454
1655,26309
1656,1295
1657,1239
1658,708
1659,92
1660,251
1661,328
1662,7731
1663,1040
1664,1777
1665,5
1666,7731
1667,1973
1668,1973
1669,1684
1670,407
1671,7943
1672,2647
1673,2020
1674,6397
1675,2647
1676,328
1677,328
1678,12604
1679,2020
1680,507
1681,466
1682,507
1683,796
1684,796
1685,796
1686,1052
1687,1052
1688,507
1689,1013
1690,2505
1691,38
1692,2297
1693,50533
1694,1013
1695,328
1696,1777
1697,3102
1698,532
1699,989
1700,1484
1701,2273
1702,9
1703,29897
1704,2490
1705,4306
1706,4368
1707,3456
1708,1061
1709,3503
1710,14490
1711,800
1712,800
1713,800
1714,2416
1715,1648
1716,6621
1717,197
1718,2020
1719,4
1720,3562
1721,82
1722,4719
1723,654
1724,800
1725,2321
1726,1446
1727,1973
1728,660
1729,419
1730,764
1731,4
1732,2202
1733,1295
1734,13874
1735,4
1736,1295
1737,2560
1738,1287
1739,2020
1740,12622
1741,4902
1742,773
1743,2321
1744,2321
1745,4729
1746,962
1747,1045
1748,2020
1749,1045
1750,1295
1751,748
1752,787
1753,1092
1754,905
1755,1045
1756,1045
1757,2321
1758,4
1759,2321
1760,1045
1761,8269
1762,396
1763,1484
1764,1045
1765,1295
1766,1045
1767,2321
1768,8594
1769,796
1770,2321
1771,2321
1772,840
1773,74
1774,535
1775,1599
1776,1045
1777,1287
1778,2827
1779,701
1780,1351
1781,396
1782,3821
1783,5338
1784,251
1785,1163
1786,15772
1787,419
1788,396
1789,1084
1790,654
1791,978
1792,1484
1793,4
1794,1599
1795,2020
1796,818
1797,4496
1798,1876
1799,29811
1800,396
1801,1045
1802,969
1803,2020
1804,1684
1805,2647
1806,11144
1807,1045
1808,11244
1809,1045
1810,1045
1811,3456
1812,5643
1813,3057
1814,761
1815,589
1816,1251
1817,422
1818,1295
1819,569
1820,2382
1821,1833
1822,507
1823,1295
1824,1045
1825,251
1826,836
1827,1687
1828,1239
1829,1083
1830,5868
1831,1045
1832,593
1833,773
1834,773
1835,1045
1836,407
1837,7087
1838,5278
1839,1040
1840,1045
1841,1045
1842,1045
1843,1045
1844,1973
1845,1045
1846,1045
1847,209594
1848,1045
1849,2807
1850,50533
1851,439
1852,1045
1853,2516
1854,5061
1855,1045
1856,1045
1857,1045
1858,1045
1859,1045
1860,1083
1861,1045
1862,818
1863,4474
1864,1045
1865,1045
1866,1045
1867,197
1868,1045
1869,1045
1870,1045
1871,1295
1872,810
1873,1045
1874,1045
1875,1045
1876,328
1877,11
1878,2957
1879,1882
1880,1040
1881,796
1882,2228
1883,507
1884,289
1885,1045
1886,5097
1887,4957
1888,796
1889,1236
1890,507
1891,840
1892,406
1893,1061
1894,654
1895,2820
1896,1648
1897,2091
1898,46942
1899,2827
1900,8082
1901,834
1902,14004
1903,709
1904,3102
1905,912
1906,1973
1907,912
1908,1687
1909,507
1910,251
1911,4026
1912,636
1913,8497
1914,507
1915,8078
1916,2357
1917,1052
1918,1433
1919,1433
1920,2357
1921,6
1922,507
1923,4474
1924,7660
1925,11
1926,507
1927,2020
1928,4
1929,7731
1930,811
1931,507
1932,1052
1933,507
1934,7731
1935,2560
1936,507
1937,654
1938,7646
1939,227
1940,507
1941,1799
1942,1603
1943,1351
1944,507
1945,31719
1946,3456
1947,5
1948,507
1949,1351
1950,507
1951,507
1952,911
1953,93
1954,61797
1955,2807
1956,2020
1957,1287
1958,507
1959,1973
1960,810
1961,507
1962,3456
1963,324
1964,782
1965,5338
1966,800
1967,800
1968,5061
1969,2541
1970,4867
1971,800
1972,800
1973,1648
1974,76
1975,55
1976,800
1977,800
1978,800
1979,3711
1980,5499
1981,2321
1982,1045
1983,4
1984,2321
1985,2321
1986,465
1987,4
1988,2073
1989,796
1990,95
1991,2020
1992,2321
1993,50533
1994,630
1995,2811
1996,227
1997,12308
1998,3651
1999,1045
2000,6750
2001,1045
2002,427
2003,1045
2004,1186
2005,1287
2006,4
2007,962
2008,962
2009,1084
2010,4
2011,1045
2012,5
2013,1870
2014,40
2015,2321
2016,2321
2017,748
2018,1045
2019,3175
2020,1045
2021,1045
2022,3175
2023,1552
2024,5471
2025,1045
2026,1287
2027,16737
2028,427
2029,1353
2030,6542
2031,19
2032,16410
2033,2020
2034,3821
2035,1045
2036,396
2037,787
2038,796
2039,1287
2040,1484
2041,30448
2042,1045
2043,1045
2044,654
2045,764
2046,1092
2047,289
2048,439
2049,293
2050,1045
2051,10480
2052,1084
2053,14861
2054,17184
2055,2020
2056,1052
2057,2205
2058,1045
2059,4298
2060,1045
2061,1930
2062,883
2063,398
2064,25667
2065,1045
2066,1552
2067,2647
2068,1209
2069,1045
2070,1045
2071,4
2072,1552
2073,1552
2074,507
2075,1045
2076,1045
2077,1045
2078,1045
2079,1296
2080,654
2081,708
2082,1045
2083,654
2084,1045
2085,1724
2086,1486
2087,1835
2088,4
2089,439
2090,1045
2091,1045
2092,1672
2093,112
2094,1045
2095,109054
2096,1454
2097,1194
2098,569
2099,810
2100,374
2101,1563
2102,748
2103,840
2104,3456
2105,319
2106,507
2107,1045
2108,1084
2109,1045
2110,1045
2111,2647
2112,890
2113,1045
2114,1083
2115,1045
2116,1045
2117,2020
2118,708
2119,1083
2120,1045
2121,289
2122,1045
2123,89
2124,3315
2125,1045
2126,612
2127,58812
2128,289
2129,1045
2130,5372
2131,1045
2132,324
2133,251
2134,1045
2135,1295
2136,216
2137,1186
2138,289
2139,8141
2140,1045
2141,422
2142,872
2143,1045
2144,1232
2145,818
2146,4
2147,569
2148,2385
2149,328
2150,1013
2151,507
2152,5349
2153,2020
2154,818
2155,1194
2156,3821
2157,507
2158,2877
2159,1973
2160,3144
2161,4
2162,2205
2163,2020
2164,5970
2165,1138
2166,3976
2167,810
2168,507
2169,1484
2170,840
2171,787
2172,1074
2173,1433
2174,2357
2175,507
2176,896
2177,6719
2178,834
2179,834
2180,1602
2181,818
2182,1351
2183,1977
2184,507
2185,7731
2186,7731
2187,630
2188,23400
2189,1563
2190,507
2191,2205
2192,319
2193,2647
2194,1699
2195,1973
2196,1973
2197,912
2198,465
2199,796
2200,3175
2201,3711
2202,507
2203,1194
2204,1313
2205,1024
2206,3456
2207,636
2208,5287
2209,1083
2210,92
2211,876
2212,22451
2213,2020
2214,4867
2215,4298
2216,110
2217,1232
2218,8170
2219,255
2220,13568
2221,10555
2222,800
2223,5001
2224,800
2225,2020
2226,800
2227,255
2228,562
2229,800
2230,102268
2231,4
2232,800
2233,800
2234,800
2235,2416
2236,7731
2237,800
2238,4
2239,15772
2240,2020
2241,17184
2242,2321
2243,60231
2244,2827
2245,2321
2246,840
2247,1319
2248,2020
2249,1045
2250,962
2251,2321
2252,251
2253,1045
2254,3562
2255,55
2256,117
2257,4
2258,4
2259,810
2260,1045
2261,692
2262,2321
2263,15726
2264,993
2265,396
2266,1751
2267,289
2268,58931
2269,1699
2270,3175
2271,3503
2272,1045
2273,1019
2274,840
2275,2321
2276,2321
2277,834
2278,2020
2279,2321
2280,507
2281,1045
2282,816
2283,1295
2284,7731
2285,1045
2286,47007
2287,15199
2288,782
2289,962
2290,1306
2291,1
2292,41550
2293,1454
2294,701
2295,2273
2296,4
2297,796
2298,2321
2299,1045
2300,654
2301,1045
2302,748
2303,2091
2304,9005
2305,2321
2306,374
2307,1045
2308,1084
2309,3456
2310,13966
2311,2091
2312,796
2313,1045
2314,2647
2315,800
2316,1295
2317,289
2318,89
2319,50533
2320,259
2321,1045
2322,28472
2323,850
2324,1045
2325,374
2326,1045
2327,1045
2328,11796
2329,1454
2330,3175
2331,2020
2332,3057
2333,2211
2334,50533
2335,328
2336,4
2337,3102
2338,1045
2339,1035
2340,557
2341,507
2342,396
2343,1045
2344,811
2345,811
2346,47389
2347,1799
2348,1045
2349,289
2350,289
2351,21710
2352,1296
2353,439
2354,1045
2355,3376
2356,1045
2357,1045
2358,439
2359,1045
2360,1876
2361,507
2362,38
2363,507
2364,1003
2365,3937
2366,6500
2367,1362
2368,1045
2369,1149
2370,810
2371,1045
2372,1045
2373,507
2374,1045
2375,875
2376,1045
2377,374
2378,1045
2379,1045
2380,13932
2381,2020
2382,1045
2383,251
2384,1296
2385,1045
2386,289
2387,507
2388,439
2389,374
2390,507
2391,1045
2392,1045
2393,1045
2394,1045
2395,2385
2396,1295
2397,1045
2398,1045
2399,2020
2400,710
2401,10624
2402,1045
2403,58783
2404,6
2405,251
2406,1045
2407,1045
2408,1045
2409,1045
2410,1045
2411,1724
2412,507
2413,1209
2414,818
2415,818
2416,3098
2417,1045
2418,50533
2419,1045
2420,993
2421,20867
2422,2029
2423,21834
2424,618
2425,21710
2426,1988
2427,6
2428,507
2429,3698
2430,1922
2431,507
2432,3853
2433,289
2434,507
2435,1724
2436,2091
2437,2888
2438,251
2439,5112
2440,3102
2441,1094
2442,507
2443,773
2444,1672
2445,1351
2446,834
2447,507
2448,515
2449,289
2450,2273
2451,5061
2452,10555
2453,251
2454,507
2455,2357
2456,439
2457,834
2458,1687
2459,1052
2460,3315
2461,1045
2462,55
2463,3719
2464,1351
2465,1024
2466,1052
2467,834
2468,840
2469,5001
2470,1045
2471,160
2472,3175
2473,86
2474,396
2475,507
2476,834
2477,1658
2478,1973
2479,2647
2480,883
2481,532
2482,796
2483,3867
2484,45625
2485,379
2486,93
2487,1214
2488,439
2489,1658
2490,811
2491,507
2492,2020
2493,1973
2494,507
2495,374
2496,4
2497,1453
2498,449
2499,71551
2500,13568
2501,4368
2502,800
2503,800
2504,800
2505,7731
2506,7731
2507,7731
2508,36
2509,15772
2510,1092
2511,2321
2512,837
2513,7644
2514,449
2515,2321
2516,701
2517,3821
2518,1339
2519,8559
2520,3883
2521,1092
2522,328
2523,5469
2524,1508
2525,1045
2526,1198
2527,1079
2528,2321
2529,4
2530,1045
2531,9611
2532,1045
2533,5
2534,1045
2535,1045
2536,1267
2537,1295
2538,1295
2539,1045
2540,19408
2541,1045
2542,1045
2543,40
2544,800
2545,3076
2546,7731
2547,1295
2548,13874
2549,1045
2550,4
2551,1960
2552,227
2553,618
2554,15772
2555,1045
2556,13672
2557,279
2558,4
2559,55
2560,3562
2561,16424
2562,796
2563,2647
2564,1045
2565,748
2566,1045
2567,9785
2568,654
2569,2321
2570,796
2571,796
2572,1295
2573,1045
2574,507
2575,439
2576,1045
2577,21269
2578,73607
2579,1045
2580,459
2581,1045
2582,7731
2583,396
2584,15529
2585,1295
2586,92
2587,1045
2588,289
2589,4593
2590,65437
2591,796
2592,1045
2593,1045
2594,1045
2595,1658
2596,2915
2597,507
2598,631
2599,1045
2600,803
2601,761
2602,1045
2603,439
2604,1045
2605,1973
2606,4
2607,962
2608,1045
2609,25416
2610,1045
2611,1045
2612,439
2613,507
2614,1045
2615,692
2616,796
2617,1045
2618,773
2619,1149
2620,439
2621,1045
2622,1045
2623,1045
2624,1045
2625,1045
2626,1045
2627,1138
2628,1092
2629,1045
2630,1045
2631,1930
2632,1045
2633,1045
2634,1045
2635,1045
2636,1045
2637,22
2638,1045
2639,1045
2640,1045
2641,1045
2642,1045
2643,1922
2644,1473
2645,6
2646,1045
2647,507
2648,1045
2649,1013
2650,30448
